id,manchete,f1,f2,f3
2682,"Bancos centrais terão de lidar com 'verdade incômoda' sobre inflação acima da meta, alerta FMI",O Fundo Monetário Internacional (FMI) afirmou que os principais bancos centrais precisarão aceitar uma inflação acima da meta de 2% por mais tempo para evitar turbulências financeiras.,"A vice-diretora-gerente do FMI, Gita Gopinath, destacou que os bancos centrais podem precisar ajustar suas políticas e tolerar uma inflação mais elevada, mesmo diante de riscos de estabilidade financeira.","Ela ressaltou a importância de estabelecer limites antes de aceitar uma inflação persistentemente alta, para evitar que ela se torne uma condição enraizada na economia."
2683,"Tebet defende convocação de Campos Neto pelo Senado, porém não acredita que será necessário","A ministra do Planejamento, Simone Tebet, criticou as diferenças entre o comunicado do Copom e a ata da reunião do Banco Central, que geraram confusão sobre a política de juros.","Ela destacou que o documento oficial indica um cenário mais rígido, enquanto a ata sugere possibilidade de corte de juros em agosto, criando atritos desnecessários.","Tebet afirmou que a equipe econômica está no caminho certo e que, devido à autonomia do Banco Central, não acredita que será necessário convocar o presidente do órgão para explicações no Senado."
2684,Lula garante que Brasil vai receber os R$ 2 bilhões da carne parada na China,"O presidente Lula garantiu que os produtores brasileiros receberão R$ 2 bilhões referentes às vendas de carnes retidas na China, após intervenção pessoal junto ao presidente Xi Jinping.","Ele destacou que a liberação das 70 mil toneladas apreendidas foi resultado de diplomacia e que o governo busca criar um Plano Safra cada vez mais eficiente, sem ideologias.","Lula também anunciou medidas para incentivar o reflorestamento, a autossuficiência em fertilizantes e reforçou o compromisso com a democracia e a paz internacional."
2685,Haddad diz que Ata do Copom com sinalização de corte de juros é bom sinal,"O Comitê de Política Monetária (Copom) sinalizou a possibilidade de início de um corte moderado de juros em agosto, destacando a trajetória de desinflação e a confiança na continuidade do processo.","O ministro da Fazenda, Fernando Haddad, afirmou que o documento demonstra que o Brasil está em uma trajetória fiscal sustentável e que a política fiscal deve se harmonizar com a monetária em breve.",Ele ressaltou a importância do item 19 da ata e a necessidade de considerar o esforço do governo diante da desaceleração de crédito no país.
2686,"IPCA-15: prévia da inflação de junho desacelera e fica em 0,04%","O IPCA-15 de junho apresentou alta de 0,04%, indicando desaceleração em relação a maio e contribuindo para a expectativa de redução da taxa de juros pelo Banco Central na próxima reunião do Copom.","A queda nos preços dos combustíveis, impulsionada pela Petrobras, e a desaceleração nos custos de alimentação ajudaram a conter a inflação, enquanto itens como passagens aéreas e despesas pessoais tiveram alta.","O resultado reforça o cenário de desinflacionamento, com o índice acumulado em 12 meses em 3,40%, abaixo do período anterior, e deve influenciar as decisões de política monetária do país."
2687,"Maioria do Copom já debate queda da Selic em agosto, com ancoragem de expectativas de inflação","A ata do Copom indicou divergências entre os diretores do Banco Central sobre a sinalização dos próximos passos da política monetária, com a maioria considerando a possibilidade de redução da Selic em agosto.","Enquanto alguns enfatizaram a necessidade de maior reancoragem das expectativas de inflação e de evidências de desinflation, todos concordaram que as decisões futuras dependerão da evolução da inflação, expectativas e atividade econômica.","A expectativa é que o processo de ajuste ganhe força após a reunião do Conselho Monetário Nacional em 29 de maio, que definirá a meta de inflação para 2026 e revisará as metas de 2024 e 2025."
2688,Primeiro-ministro da China está confiante em atingir meta anual de crescimento de 5%,"O primeiro-ministro da China, Li Qiang, afirmou que o país mantém uma trajetória de crescimento e está aberto ao comércio internacional, apesar das previsões globais pessimistas.","Ele criticou as tentativas ocidentais de reduzir a dependência econômica da China, considerando tais ações como uma ""proposição falsa"" diante da interconexão das economias globais.","Li destacou a importância da cooperação internacional e afirmou que o desenvolvimento econômico mundial é uma entidade única, reforçando a posição do país em um cenário de tensões comerciais."
2689,Autoridades do BCE debatem em Sintra futuro de aperto monetário,"Autoridades do Banco Central Europeu discutem nesta semana o momento adequado para encerrar o ciclo de aumento de juros, que já elevou a taxa básica em 400 pontos-base desde a última reunião.","O debate envolve a necessidade de avaliar os efeitos do aperto monetário, considerando sinais de fraqueza econômica na zona do euro e projeções de inflação, com a possibilidade de uma alta adicional em setembro.","Especialistas alertam para a persistência da inflação, especialmente no núcleo, e destacam a importância de uma abordagem gradual, enquanto fatores externos, como a crise no Reino Unido, reforçam a complexidade do cenário global."
2690,"Reforma tributária será negociada após viagem de Lira, diz Haddad","A reforma tributária será negociada após o retorno do presidente da Câmara, Arthur Lira, de viagem, com o governo buscando ampliar o apoio para a votação da PEC.","O ministro da Fazenda, Fernando Haddad, afirmou estar confiante na aprovação do projeto, que prevê uma transição de até oito anos para o Imposto sobre Bens e Serviços (IBS) e CBS, além de mudanças no sistema de votação do Carf.","Haddad também discutiu questões relacionadas ao FGTS e ao Plano Safra com ministros do Trabalho, Agricultura e Desenvolvimento Agrário, aguardando estudos sobre os temas apresentados."
2691,"Problema da Argentina é de toda a América do Sul, diz Pacheco após encontro com Fernández","O presidente do Senado, Rodrigo Pacheco, afirmou que a crise na Argentina impacta toda a América do Sul e que o Brasil deve colaborar para fortalecer as relações bilaterais.","Ele destacou a importância de reduzir a taxa básica de juros no Brasil e de apoiar acordos comerciais com a Argentina, considerando a relação de interesse bilateral e parceria econômica entre os países.",Pacheco também anunciou a intenção de solicitar uma audiência com o presidente Lula para discutir ações que possam contribuir para a solução da crise argentina e fortalecer os laços comerciais.
2692,Ata do Copom nesta terça pode apontar corte de juros em agosto ou setembro,"A ata da última reunião do Copom será divulgada nesta terça-feira, 27, e deve esclarecer se o Banco Central iniciará o corte da Selic em agosto ou setembro.","O documento sinalizará os próximos passos da política monetária, influenciando as decisões de investidores e o mercado financeiro.","Além disso, o Conselho Monetário Nacional (CMN) discutirá a meta de inflação para 2026 e possíveis ajustes no horizonte de cumprimento, buscando maior flexibilidade na condução da política econômica."
2693,"Reforma tributária terá impacto apenas no longo prazo, avalia economista","A economista Ana Paula Vescovi acredita que a redução da taxa Selic deve ocorrer mais para o final do ano, devido à necessidade de maior convergência no setor de serviços e à persistência de pressões inflacionárias.","Ela destaca que a aprovação da reforma tributária, prevista para até o fim do ano, trará benefícios de longo prazo, como redução de custos e melhoria do ambiente de negócios, enquanto a reforma administrativa permanece fora da pauta atual.","Para ela, a reestruturação da máquina pública é essencial para o ajuste fiscal e para melhorar a qualidade dos serviços públicos, sendo condição para a estabilidade macroeconômica."
2694,IPCA acumulado: o que é e qual o valor hoje? Atualizado 2023,"O IPCA, principal indicador de inflação no Brasil, registrou alta de 0,23% em agosto de 2023, acumulando 4,61% nos últimos 12 meses até julho.","Sua metodologia envolve a coleta de preços de uma amostra de cerca de 400 itens, ponderados de acordo com os gastos das famílias brasileiras, e é utilizado para orientar políticas econômicas, reajustes salariais e investimentos.","Investimentos atrelados ao IPCA, como títulos públicos e fundos de inflação, são estratégias importantes para proteger o poder de compra e garantir ganhos reais diante da inflação."
2695,Projeção de crescimento da economia em 2023 é elevada,"O crescimento do PIB no primeiro trimestre de 2023, de 1,9% na comparação trimestral, levou à revisão da projeção de crescimento para 1,9% neste ano, impulsionado principalmente pelo setor agropecuário e pelo aumento do emprego formal.","Apesar do otimismo, a expectativa para o segundo semestre é de queda moderada do PIB, devido à redução dos efeitos positivos na oferta e na demanda, além de condições financeiras restritas.","A agência de classificação de risco Standard & Poor’s elevou a perspectiva do rating brasileiro de estável para positiva, indicando potencial melhora na avaliação do país, embora a recuperação de notas até o investment grade ainda seja considerada improvável em quatro anos."
2696,"Reforma tributária: Não pode se falar em concessão, e sim de equilíbrio, diz Haddad","O ministro da Fazenda, Fernando Haddad, afirmou que não é viável fazer concessões na reforma tributária para resolver problemas de curto prazo, pois isso comprometeria o cumprimento do novo sistema no futuro.","Ele destacou a importância de buscar equilíbrio nas negociações, considerando os impactos diluídos ao longo do tempo, e rejeitou a ideia de concessões em nome de interesses imediatos.","Haddad também comentou que, na fase final das negociações, divergências sobre o modelo de tributação serão resolvidas por um colegiado representativo, demonstrando confiança na conclusão do processo."
2697,"Boletim Focus: mercado reduz projeção para inflação em 2023 e mantém expectativa da Selic em 12,25%","As estimativas para o IPCA de 2023 e 2024 foram revisadas para baixo no Boletim Focus, refletindo expectativas de desaceleração inflacionária, enquanto a mediana para 2023 ainda permanece acima do teto da meta.","O Comitê de Política Monetária (Copom) decidiu manter a Selic em 13,75% ao ano, sem sinal de redução iminente, gerando reações críticas do governo.","Projeções econômicas indicam leve aumento no crescimento do PIB para 2023 e 2024, além de melhorias nas contas públicas e na balança de pagamentos, com expectativas de déficit menor e superávit comercial mais robusto."
2698,Meta de inflação poderá ter novo prazo de referência. O que isso significa para a taxa de juros?,"O Conselho Monetário Nacional (CMN) se reúne para discutir um possível ajuste no sistema de metas de inflação, incluindo a implantação de um calendário móvel que permita uma avaliação mais flexível dos objetivos.","Essa mudança visa reduzir pressões sobre a política monetária e evitar taxas de juros excessivamente elevadas, com a possibilidade de estabelecer metas de longo prazo em vez de anuais.","Ainda não há decisão definitiva, mas a equipe econômica avalia a adoção de uma meta contínua de inflação, afastando a possibilidade de alterações numérico-quantitativas neste momento."
2699,"Ministério da Fazenda diz que ""avalia positivamente"" parecer da reforma tributária","O Ministério da Fazenda manifestou apoio à primeira versão do substitutivo da reforma tributária em tramitação na Câmara dos Deputados, cuja votação está prevista para o início de julho.","O secretário Bernard Appy destacou que o novo sistema de impostos seguirá diretrizes internacionais e trará avanços econômicos, incluindo crescimento, emprego e renda.","A pasta continuará oferecendo suporte técnico para a aprovação de uma reforma tributária que seja simples, justa e transparente em 2023."
2700,"De forma inédita, servidores do Banco Central vão a público para defender carreiras na instituição","Técnicos e servidores do Banco Central manifestam publicamente seu descontentamento com o desgaste institucional, agravado pela ausência de concursos desde 2013 e pela redução do quadro funcional.","A deterioração das condições de trabalho, aliada à percepção de desigualdade salarial e à sobrecarga de tarefas, tem levado profissionais a buscar oportunidades no setor privado e a criticar o desmonte da instituição.","Especialistas e representantes do BC alertam que a falta de reforço de quadros e de políticas de remuneração adequadas ameaça a capacidade de o órgão cumprir suas funções, especialmente diante das novas atribuições relacionadas à tecnologia e à regulação de criptomoedas."
2701,Falta de dólares na Argentina leva uso do yuan a nível recorde,"A escassez de dólares na Argentina levou empresas, como a Whirlpool, a considerar o uso do yuan chinês para pagar importações, buscando manter suas operações.","A tendência reflete as dificuldades financeiras do país e a influência crescente da China no comércio internacional, com mais de 500 empresas solicitando pagamentos em yuan e transações atingindo recordes históricos.",A adoção do yuan como alternativa ao dólar é vista como uma solução de curto prazo para evitar interrupções na produção e garantir o abastecimento de insumos essenciais.
2702,"Selic em 10% traria economia de quase um Bolsa Família por ano, diz secretário do Tesouro","O secretário do Tesouro Nacional, Rogério Ceron, afirmou que, se a taxa Selic estivesse em 10% ao ano, o governo economizaria quase um Bolsa Família por ano em juros pagos na dívida pública.","Ele destacou que cada ponto percentual de alta na Selic representa bilhões de reais em despesas e que o governo pretende intensificar o ajuste fiscal em 2024, com medidas que já podem gerar cerca de R$ 100 bilhões em receitas adicionais.","Ceron também ressaltou que, apesar de variáveis externas influenciarem as contas públicas, a economia brasileira apresenta sinais de melhora, como a redução da curva de juros e a valorização do real."
2703,Reforma tributária: veja quais são os próximos passos e entenda os principais pontos do projeto,"A proposta de reforma tributária apresentada pelo relator deputado Aguinaldo Ribeiro inclui a criação de dois novos impostos, o IBS e a CBS, que substituirão tributos atuais como ICMS, ISS, PIS, Cofins e IPI, com o objetivo de unificar e simplificar a arrecadação.","O texto, ainda em fase preliminar, prevê votação na Câmara até 7 de julho, seguida pelo processo no Senado, com possibilidade de alterações e retorno à Câmara em caso de modificações substanciais.","A reforma busca reduzir a carga tributária sobre setores específicos, promover a desoneração de exportações e investimentos, além de criar fundos para diminuir desigualdades regionais e sociais."
2704,"IBGE: Qualidade de vida do brasileiro avança em nove anos, mas desigualdade persiste","A pesquisa do IBGE revelou que a qualidade de vida do brasileiro melhorou entre 2007-2008 e 2017-2018, com uma redução de quase 30% no Índice de Perda de Qualidade de Vida (IPQV).","No entanto, as desigualdades persistem, afetando grupos como famílias negras, rurais, com menor renda e instrução, além de regiões como Norte e Nordeste.","Apesar do avanço no Índice de Desempenho Socioeconômico (IDS), a disparidade entre diferentes grupos e áreas evidencia a necessidade de políticas específicas para reduzir as desigualdades e ampliar o bem-estar de toda a população."
2705,Reforma tributária: veja tudo que Aguinaldo Ribeiro apresentou junto do texto,"A proposta de reforma tributária apresentada por Aguinaldo Ribeiro inclui a unificação de tributos sobre consumo em um Imposto sobre Bens e Serviços (IBS) dual, com alíquotas menores para setores específicos e a implementação de um sistema de cashback para promover a progressividade.","O texto também mantém regimes atuais como a Zona Franca de Manaus e o Simples Nacional, além de estabelecer alíquotas reduzidas para setores como saúde, educação e transporte, e criar exceções para atividades como serviços financeiros e combustíveis.","A PEC, ainda em fase preliminar, busca votação no plenário da Câmara até 7 de julho e prevê ajustes futuros por meio de leis complementares."
2706,"Geraldo Alckmin nega oposição ao Banco Central, mas critica decisão sobre Selic","Geraldo Alckmin afirmou que não há oposição do governo ao Banco Central ou ao Copom, embora considere difícil entender a decisão de manter a Selic em 13,75%.","Ele destacou que a taxa elevada prejudica a atividade econômica e o aspecto fiscal, criticando sua permanência por muito tempo.","O presidente em exercício evitou comentar sobre a politização do presidente do BC, Roberto Campos Neto, e não respondeu sobre a prorrogação do programa de automóveis, afirmando que o programa está indo bem."
2707,Reforma tributária: relator apresenta seu parecer; assista ao vivo,"O parecer do relator da reforma tributária, deputado Aguinaldo Ribeiro, foi divulgado, mas entidades representativas afirmam que o documento apresenta informações insuficientes para uma análise completa, especialmente sobre impactos e operação.","Essas entidades defendem a necessidade de um debate mais amplo e de um esboço da Lei Complementar para compreender melhor as mudanças propostas, incluindo a PEC 46/22 como etapa inicial da reforma.",Elas ressaltam ainda que a discussão deve ser aprofundada com cálculos oficiais e que a urgência da proposta não deve comprometer a participação de todos os segmentos da sociedade.
2708,"“Era preciso sinalizar um corte da taxa Selic”, diz Haddad sobre o Copom","O ministro da Fazenda, Fernando Haddad, criticou a decisão do Banco Central de manter os juros em 13,75% ao ano, alegando que isso contraria a necessidade de reduzir a carga tributária futura e impacta negativamente a economia.","Ele destacou que o comunicado do Copom tem sido insatisfatório e que há um descompasso entre a política monetária, o dólar, a curva de juros e a atividade econômica no país.","Haddad afirmou que a manutenção dos juros inalterados afeta as contas públicas, a arrecadação e as expectativas de mercado, gerando preocupação com os efeitos na vida das pessoas."
2709,"Presidente do Fed reitera aumento de juros nos EUA, com possíveis duas novas elevações","Jerome Powell, presidente do Federal Reserve, afirmou que a maioria do FOMC espera até duas novas elevações de juros em 2023, com possibilidade de redução da taxa básica no final de 2024, dependendo da evolução econômica.","Ele destacou que, apesar de avanços na redução da inflação, ainda há dificuldades no combate à inflação de serviços e que o banco central busca um ""pouso suave"" sem impacto severo na atividade econômica.","Powell também reforçou a necessidade de fortalecer a supervisão bancária, especialmente para bancos médios, e considerou possíveis aumentos de exigências de capital para instituições com mais de US$ 100 bilhões em ativos."
2710,"BoE eleva juro básico em 50 pontos-base, a 5%, e surpreende parte dos analistas","O Banco da Inglaterra decidiu elevar sua taxa básica de juros em 50 pontos-base, para 5%, surpreendendo parte dos analistas que previam um aumento de 25 pontos-base.","A decisão foi tomada por 7 votos a favor e 2 contra, com os dirigentes contrários defendendo a manutenção da taxa em 4,5%, devido à persistência da inflação e ao mercado de trabalho firme.","O banco afirmou que mais aperto na política monetária será necessário se houver sinais de pressões inflacionárias persistentes, prevendo uma desaceleração significativa da inflação ao longo do ano, especialmente devido ao comportamento dos preços de energia."
2711,"Com Selic em 13,75%, Brasil continua sendo o país com a maior taxa de juros reais do mundo","O Brasil mantém a maior taxa de juros reais entre 40 países, com 7,54%, mesmo após um corte de 0,25 ponto percentual na Selic, consolidando sua liderança no ranking.","Segundo o levantamento do site Moneyou, a maioria dos bancos centrais globais optou por manter ou elevar suas taxas de juros devido às preocupações com a inflação.","A continuidade dessa tendência indica que a alta da inflação permanece como uma preocupação global, influenciando as decisões de política monetária."
2712,Copom atenua risco fiscal e mantém taxa Selic; inflação permanece em foco,"O Comitê de Política Monetária do Banco Central manteve a taxa Selic em 13,75% ao ano pela sétima vez consecutiva, atenuando os riscos fiscais para a inflação diante do novo arcabouço aprovado pelo Congresso.","O BC destacou que os fatores de risco permanecem em ambas as direções, com atenção especial à incerteza residual relacionada ao desenho final do arcabouço e seus impactos nas expectativas de inflação e na dívida pública.","A instituição também apontou riscos de alta, como pressões inflacionárias globais e maior persistência das expectativas de inflação, além de riscos de baixa, incluindo a queda de commodities e desaceleração econômica global mais acentuada do que o previsto."
2713,"Selic: governo pressionará por corte de pelo menos 0,5 pp em agosto após BC abrir porta para queda","O governo brasileiro deseja que o Banco Central corte a taxa de juros em pelo menos 0,5 ponto percentual, para 13,25% ao ano, até a próxima reunião em 28 de junho, para estimular a economia e atrair investimentos.","Essa pressão ocorre devido a apelos de ministros, do presidente Lula, do vice Alckmin e de empresários, além de possíveis mudanças na regra de metas de inflação que podem facilitar a redução dos juros.","Com a posse de indicados do governo nas diretorias do BC, espera-se que as decisões do Copom reflitam o alinhamento político e econômico desejado pelo Executivo."
2714,"Copom mantém Selic em 13,75%, mas abre porta para queda na reunião de agosto","O Comitê de Política Monetária do Banco Central manteve a taxa Selic em 13,75% ao ano, sinalizando possibilidade de redução na próxima reunião de agosto.","A decisão ocorreu em linha com as expectativas do mercado e levou em consideração a necessidade de paciência na condução da política monetária, dependendo da evolução da inflação e do hiato do produto.","O Brasil permaneceu com o maior juro real entre 40 países monitorados, atingindo 7,54% em junho, com projeções de queda nas taxas para o final de 2023 e 2024."
2715,"Dólar permanece como moeda global de reserva, diz presidente do BC dos EUA","Jerome Powell, presidente do Federal Reserve, reafirmou que o dólar deve permanecer como moeda de reserva global devido à dominância econômica dos Estados Unidos, apoiada por fatores como o Estado de Direito e a força das instituições.","Ele destacou a importância de os políticos abordarem questões relacionadas às mudanças climáticas e reforçou que o Fed possui instrumentos limitados para lidar com desigualdades socioeconômicas, além de defender uma regulação forte para stablecoins.","Por fim, Powell afirmou que o banco central continuará a reduzir seu balanço de forma mais rápida, mantendo reservas abundantes para eventuais necessidades, e destacou o sucesso dos bancos americanos mesmo com o aumento dos níveis de capital."
2716,Comissão do Senado aprova novo arcabouço; proposta segue para o Plenário da Casa,"A Comissão de Assuntos Econômicos do Senado aprovou o arcabouço fiscal com 19 votos favoráveis, encaminhando a matéria ao Plenário, enquanto a oposição planeja requerer sua análise na Comissão de Constituição e Justiça.","O relator, senador Omar Aziz, retirou do limite de gastos despesas com Fundeb, ciência, tecnologia e inovação, incluindo essas mudanças na Câmara dos Deputados, onde podem ser barradas.",O projeto prevê regras para o limite de despesas com base em 70% da receita acumulada e estabelece mecanismos de ajuste conforme a estimativa de receita para 2024.
2717,Haddad diz que trocou percepções com Campos Neto em reunião na véspera da reunião do Copom,"O ministro da Fazenda, Fernando Haddad, afirmou que discutiu com o presidente do Banco Central, Roberto Campos Neto, a economia brasileira e a necessidade de convergência entre as políticas fiscal e monetária.","Ele destacou que as negociações do novo arcabouço fiscal, do projeto de voto de desempate do Carf e da reforma tributária estão avançadas, com expectativa de aprovação em julho.","Haddad reforçou a importância da reforma tributária para destravar a economia e garantiu que setores como saúde, educação e micro e pequenas empresas terão tratamento diferenciado na implementação do novo regime."
2718,Arcabouço fiscal deve ser votado hoje no Senado; veja os próximos passos do projeto,"O arcabouço fiscal no Senado foi apresentado na CAE com alterações, incluindo a retirada do Fundeb, do Fundo do Distrito Federal e de despesas com ciência, tecnologia e inovação dos limites fiscais.","A votação foi adiada devido a um pedido de vistas e, após aprovação na CAE, o texto seguirá para o plenário do Senado e, posteriormente, para análise final na Câmara dos Deputados.","Mudanças recentes geraram controvérsia, especialmente quanto à definição de despesas com ciência e tecnologia, e a expectativa é de que o projeto sofra novas modificações nas próximas etapas legislativas."
2719,Banco Central decide taxa de juros nesta quarta-feira; saiba o que esperar,"O Banco Central deve manter a taxa Selic em 13,75% ao ano na reunião de quarta-feira, 21, mas há expectativa de sinalizações sobre o início de cortes futuros, possivelmente já em agosto.","A decisão do Copom tem sido unânime desde agosto de 2022, com possíveis mudanças devido às indicações de melhorias no quadro fiscal e na expectativa de inflação.","Economistas apontam que uma redução sustentável da taxa dependerá de avanços estruturais na economia brasileira, como a aprovação do novo arcabouço fiscal e sinais de arrefecimento da inflação."
2720,"Câmara adia para julho votações do arcabouço, Carf e reforma tributária; Lira prevê semana intensiva","O presidente da Câmara, Arthur Lira, anunciou a intenção de realizar uma semana intensiva de votações em julho para aprovar a reforma tributária, o arcabouço fiscal e o retorno do voto de qualidade do Carf.","Ele destacou que o relatório da reforma tributária deve ser apresentado até 22 de junho, antes de reuniões com governadores para discutir o Fundo de Desenvolvimento Regional.","Lira afirmou que as tratativas com o governo estão avançadas e que as votações devem ocorrer na primeira semana de julho, reforçando o compromisso com a agenda econômica."
2721,Haddad tentará reuniões bilaterais com ministros da França e Índia em Paris,"O ministro da Fazenda, Fernando Haddad, acompanha o presidente Lula na Cúpula sobre Novo Pacto Financeiro Global em Paris e busca agendar encontros bilaterais com ministros das finanças do G20, incluindo França e Índia.","Ele pretende discutir cooperação econômica, transição ecológica e a futura presidência rotativa do Brasil no grupo, além de atender interesses de investidores franceses.","No entanto, devido ao formato do evento, as participações de Haddad nas reuniões serão limitadas a encontros informais e não incluirão falas oficiais."
2722,Desoneração da folha é aprovada por comissão e deve ser apreciada pelo Plenário do Senado,"A Comissão de Assuntos Econômicos do Senado aprovou a prorrogação da desoneração da folha salarial até dezembro de 2027, beneficiando 17 setores da economia e impactando as contas públicas em R$ 9,4 bilhões anuais.","O projeto, de autoria do senador Efraim Filho, recebeu um substitutivo do relator, senador Angelo Coronel, e deve passar pelo Plenário do Senado, apesar de tramitar em caráter terminativo.","Para compensar a prorrogação, o texto também estende o aumento de 1% na alíquota da Cofins-Importação pelo mesmo período, abrangendo setores como confecção, calçados, construção civil, tecnologia e transporte."
2723,"BID quer financiar mais projetos na Amazônia, afirma Ilan Goldfajn","O Banco Interamericano de Desenvolvimento (BID) busca atuar como um ""guarda-chuva"" para projetos relacionados ao clima na Amazônia, envolvendo múltiplos países e iniciativas bilaterais.","A instituição enfatiza a importância de utilizar de forma eficiente os recursos financeiros disponíveis, promovendo inovação, participação privada e estratégias como o alívio de dívidas em troca de compromissos ambientais.","Goldfajn destaca ainda a potencialidade da região no fornecimento de lítio, mineral essencial para o futuro energético, e reforça a necessidade de investimentos globais de cerca de um trilhão de dólares para combater as mudanças climáticas."
2724,"Em audiência no Senado, economista alerta que arcabouço não é suficiente para estabilizar dívida","Durante audiência na CAE do Senado, o economista José Márcio Camargo afirmou que o arcabouço fiscal atual é insuficiente para estabilizar a dívida pública brasileira em quatro anos, considerando as projeções do governo e do mercado.","Ele destacou que a trajetória da dívida apresentada pelo governo parece otimista demais e que sua redução depende de aumento de arrecadação, crescimento econômico e controle de despesas.","Camargo alertou que, sob as hipóteses mais favoráveis, a dívida pode atingir cerca de 92% do PIB em 2033, indicando um cenário de risco elevado."
2725,"Arcabouço fiscal: nesta terça, Senado pode iniciar processo para queda de juros","Na terça-feira, 20, o Banco Central iniciou a reunião do Copom, que deve manter a taxa Selic em 13,75% ao ano, enquanto o Senado avalia o relatório do novo arcabouço fiscal, com expectativa de avanços que podem influenciar a política de juros.","A pressão por manter os juros elevados permanece devido ao risco de inflação e ao desequilíbrio nas contas públicas, mas a aprovação do novo arcabouço pode abrir espaço para uma eventual redução da Selic em agosto, conforme esperado pelo mercado.","Além disso, tramita no Congresso um projeto de prorrogação da desoneração da folha salarial até dezembro de 2027, beneficiando 17 setores e impactando as contas públicas em até R$ 9,4 bilhões por ano."
2726,"BC do Chile mantém taxa de juros em 11,25% e sinaliza possível corte","O Banco Central do Chile decidiu manter a taxa de juros em 11,25% pela quinta reunião consecutiva, apesar de uma votação não unânime.","A autoridade monetária sinaliza a possibilidade de redução do aperto monetário nos próximos encontros, dependendo da continuidade da melhora na economia e na inflação.","No entanto, o BC destacou que a inflação núcleo ainda avança lentamente e o crescimento global permanece fraco, justificando a manutenção de uma política mais restritiva neste momento."
2727,Novo Mínimo Existencial: Lula assina decreto que amplia valor; veja quanto,"O presidente Lula assinou a ampliação do valor do ""Mínimo Existencial"" para R$ 600, visando proteger superendividados e garantir uma renda mínima durante negociações de dívidas.","A medida, publicada no Diário Oficial do União, amplia a proteção de cerca de 15 milhões de pessoas contra o superendividamento, elevando o valor de R$ 303 para R$ 600.","Essa iniciativa faz parte de ações do governo para estimular o crédito e o consumo, contribuindo para o aquecimento da economia brasileira."
2728,Bancos Centrais elevam previsões de inflação e sinalizam aumento nas taxas de juros,"Os bancos centrais do mundo estão ajustando suas previsões de inflação e elevando as taxas de juros, buscando evitar os erros do passado.","Apesar de sinais de estabilização em alguns mercados e criação de empregos, a inflação ainda permanece elevada, especialmente nos EUA e na Europa, dificultando decisões de política monetária.","Os investidores, por sua vez, demonstram ceticismo quanto à continuidade do aperto monetário, o que pode representar um risco para a estabilidade econômica futura."
2729,"BC do Chile mantém taxa de juros em 11,25% e sinaliza possível corte","O Banco Central do Chile decidiu manter a taxa de juros em 11,25% pela quinta reunião consecutiva, apesar de uma votação não unânime a favor de uma redução de 50 pontos-base.","A autoridade monetária sinaliza a possibilidade de diminuir o aperto monetário nos próximos encontros, dependendo da continuidade da melhora na economia e na inflação, embora destaque a lenta recuperação do núcleo inflacionário e a fraqueza do crescimento global.",A decisão reflete o cenário de riscos equilibrados e o compromisso do BC de atuar com flexibilidade diante de possíveis mudanças nas condições macroeconômicas.
2730,Novo Mínimo Existencial: Lula assina decreto que amplia valor; veja quanto,"O presidente Lula assinou a ampliação do valor do ""Mínimo Existencial"" para R$ 600, visando proteger superendividados e garantir uma renda mínima durante negociações de dívidas.","A medida, que já havia sido sinalizada pelo governo, permite que cerca de 15 milhões de pessoas tenham maior proteção contra o superendividamento ao assegurar esse valor durante a repactuação de dívidas de consumo.",Essa iniciativa faz parte de um conjunto de ações do governo para promover o acesso ao crédito e estimular a economia brasileira.
2731,Bancos Centrais elevam previsões de inflação e sinalizam aumento nas taxas de juros,Os bancos centrais do mundo estão ajustando suas previsões de inflação e elevando as taxas de juros para evitar uma nova subestimação do aumento de preços.,"Apesar de sinais de estabilização em alguns mercados e criação de empregos, a inflação ainda permanece elevada em países como EUA e Europa, dificultando a decisão sobre futuras ações de política monetária.","Os mercados de ações continuam resilientes, mas especialistas alertam que a expectativa de cortes nas taxas de juros no próximo ano pode ser um equívoco diante da persistência da inflação."
2732,"Competitividade: Brasil só fica à frente de África do Sul, Mongólia, Argentina e Venezuela","O Brasil caiu uma posição no ranking de competitividade do IMD em 2023, permanecendo na 60ª colocação entre 64 países, com destaque para suas dificuldades em eficiência do governo, educação e infraestrutura.","O estudo aponta que fatores internos, como baixa produtividade, fuga de talentos e investimentos públicos ineficientes, contribuem para o desempenho insatisfatório do país, agravado por fatores externos como crises internacionais e guerras comerciais.","Para reverter esse cenário, especialistas defendem a implementação de reformas estruturantes e a exploração de oportunidades no cenário internacional, especialmente em setores ambientais e de energia limpa."
2733,Eleitores suíços aprovam imposto mínimo de 15% sobre lucros corporativos de multinacionais,"Os eleitores suíços aprovaram a implementação de um imposto mínimo sobre os lucros corporativos, alinhando-se a um movimento global para combater a evasão fiscal e garantir que as receitas permaneçam no país.","A medida faz parte de um acordo internacional que exige uma alíquota mínima de 15% para empresas multinacionais, com previsão de aumentar as receitas fiscais globais em US$ 200 bilhões anuais, até 2025.","Países em desenvolvimento manifestam ceticismo devido à necessidade de oferecer isenções fiscais para atrair investimentos, enquanto nações mais ricas, como Suíça e Irlanda, buscam manter sua competitividade diante das novas regras."
